instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,hour_interval
13704,2012-07-30,fall,2012,July,4,no,monday,yes,1,0.66,0.6061,0.83,0.0,0,5,5,4 - 5
13705,2012-07-30,fall,2012,July,5,no,monday,yes,1,0.66,0.6061,0.83,0.1045,4,43,47,5 - 6
13706,2012-07-30,fall,2012,July,6,no,monday,yes,1,0.66,0.6061,0.83,0.1642,6,155,161,6 - 7
13707,2012-07-30,fall,2012,July,7,no,monday,yes,1,0.7,0.6667,0.79,0.0896,14,455,469,7 - 8
13708,2012-07-30,fall,2012,July,8,no,monday,yes,2,0.72,0.697,0.74,0.1045,31,720,751,8 - 9
13709,2012-07-30,fall,2012,July,9,no,monday,yes,2,0.74,0.697,0.7,0.0,34,259,293,9 - 10
13710,2012-07-30,fall,2012,July,10,no,monday,yes,2,0.74,0.697,0.66,0.2239,54,135,189,10 - 11
13711,2012-07-30,fall,2012,July,11,no,monday,yes,2,0.78,0.7273,0.55,0.1343,69,146,215,11 - 12
13712,2012-07-30,fall,2012,July,12,no,monday,yes,2,0.76,0.7121,0.58,0.1045,77,201,278,12 - 13
13713,2012-07-30,fall,2012,July,13,no,monday,yes,1,0.8,0.7424,0.49,0.1642,57,169,226,13 - 14
13714,2012-07-30,fall,2012,July,14,no,monday,yes,1,0.8,0.7424,0.49,0.2239,87,167,254,14 - 15
13715,2012-07-30,fall,2012,July,15,no,monday,yes,1,0.8,0.7424,0.49,0.2537,51,185,236,15 - 16
13716,2012-07-30,fall,2012,July,16,no,monday,yes,1,0.8,0.7424,0.49,0.2836,88,337,425,16 - 17
13717,2012-07-30,fall,2012,July,17,no,monday,yes,1,0.76,0.697,0.55,0.3284,62,765,827,17 - 18
13718,2012-07-30,fall,2012,July,18,no,monday,yes,1,0.76,0.7121,0.58,0.4179,77,735,812,18 - 19
13719,2012-07-30,fall,2012,July,19,no,monday,yes,1,0.82,0.7727,0.52,0.1642,81,584,665,19 - 20
13720,2012-07-30,fall,2012,July,20,no,monday,yes,1,0.72,0.6818,0.7,0.2239,78,384,462,20 - 21
13721,2012-07-30,fall,2012,July,21,no,monday,yes,1,0.72,0.6818,0.7,0.194,71,251,322,21 - 22
13722,2012-07-30,fall,2012,July,22,no,monday,yes,2,0.7,0.6667,0.74,0.2239,47,183,230,22 - 23
13723,2012-07-30,fall,2012,July,23,no,monday,yes,1,0.7,0.6667,0.74,0.194,34,116,150,23 - 24
13724,2012-07-31,fall,2012,July,0,no,tuesday,yes,1,0.68,0.6364,0.79,0.1343,11,27,38,0 - 1
13725,2012-07-31,fall,2012,July,1,no,tuesday,yes,1,0.66,0.6061,0.83,0.1343,3,18,21,1 - 2
13726,2012-07-31,fall,2012,July,2,no,tuesday,yes,1,0.66,0.6061,0.83,0.1343,0,8,8,2 - 3
13727,2012-07-31,fall,2012,July,3,no,tuesday,yes,1,0.66,0.6061,0.83,0.0896,1,5,6,3 - 4
13728,2012-07-31,fall,2012,July,4,no,tuesday,yes,1,0.66,0.6061,0.83,0.0896,0,6,6,4 - 5
13729,2012-07-31,fall,2012,July,5,no,tuesday,yes,1,0.66,0.6061,0.83,0.1642,5,40,45,5 - 6
13730,2012-07-31,fall,2012,July,6,no,tuesday,yes,1,0.64,0.5758,0.89,0.1642,2,192,194,6 - 7
13731,2012-07-31,fall,2012,July,7,no,tuesday,yes,1,0.68,0.6364,0.83,0.2239,21,492,513,7 - 8
13732,2012-07-31,fall,2012,July,8,no,tuesday,yes,1,0.7,0.6667,0.79,0.1343,30,730,760,8 - 9
13733,2012-07-31,fall,2012,July,9,no,tuesday,yes,1,0.72,0.6818,0.7,0.1045,31,302,333,9 - 10
13734,2012-07-31,fall,2012,July,10,no,tuesday,yes,1,0.72,0.6818,0.66,0.0,73,154,227,10 - 11
13735,2012-07-31,fall,2012,July,11,no,tuesday,yes,1,0.76,0.7121,0.58,0.0,54,170,224,11 - 12
13736,2012-07-31,fall,2012,July,12,no,tuesday,yes,1,0.8,0.7273,0.46,0.0,50,198,248,12 - 13
13737,2012-07-31,fall,2012,July,13,no,tuesday,yes,1,0.8,0.7576,0.55,0.2836,69,219,288,13 - 14
13738,2012-07-31,fall,2012,July,14,no,tuesday,yes,1,0.8,0.7576,0.55,0.2836,72,188,260,14 - 15
13739,2012-07-31,fall,2012,July,15,no,tuesday,yes,1,0.76,0.7121,0.62,0.1343,29,115,144,15 - 16
13740,2012-07-31,fall,2012,July,16,no,tuesday,yes,1,0.76,0.7121,0.58,0.2239,66,336,402,16 - 17
13741,2012-07-31,fall,2012,July,17,no,tuesday,yes,1,0.78,0.7121,0.52,0.2239,94,726,820,17 - 18
13742,2012-07-31,fall,2012,July,18,no,tuesday,yes,1,0.76,0.697,0.55,0.2836,99,758,857,18 - 19
13743,2012-07-31,fall,2012,July,19,no,tuesday,yes,3,0.74,0.6818,0.62,0.3582,90,524,614,19 - 20
13744,2012-07-31,fall,2012,July,20,no,tuesday,yes,3,0.7,0.6515,0.7,0.194,55,397,452,20 - 21
13745,2012-07-31,fall,2012,July,21,no,tuesday,yes,1,0.68,0.6364,0.79,0.194,60,292,352,21 - 22
13746,2012-07-31,fall,2012,July,22,no,tuesday,yes,1,0.68,0.6364,0.74,0.2537,33,224,257,22 - 23
13747,2012-07-31,fall,2012,July,23,no,tuesday,yes,2,0.66,0.6061,0.83,0.1642,20,127,147,23 - 24
13748,2012-08-01,fall,2012,August,0,no,wednesday,yes,1,0.68,0.6364,0.79,0.1642,3,44,47,0 - 1
13749,2012-08-01,fall,2012,August,1,no,wednesday,yes,1,0.66,0.6061,0.83,0.0896,5,28,33,1 - 2
13750,2012-08-01,fall,2012,August,2,no,wednesday,yes,1,0.64,0.5758,0.83,0.1045,0,13,13,2 - 3
13751,2012-08-01,fall,2012,August,3,no,wednesday,yes,1,0.64,0.5758,0.83,0.1045,0,7,7,3 - 4
13752,2012-08-01,fall,2012,August,4,no,wednesday,yes,2,0.64,0.5909,0.78,0.1343,1,3,4,4 - 5
13753,2012-08-01,fall,2012,August,5,no,wednesday,yes,2,0.64,0.5909,0.78,0.1343,3,46,49,5 - 6
13754,2012-08-01,fall,2012,August,6,no,wednesday,yes,1,0.64,0.5909,0.78,0.1343,6,179,185,6 - 7
13755,2012-08-01,fall,2012,August,7,no,wednesday,yes,2,0.64,0.5758,0.83,0.1343,19,468,487,7 - 8
13756,2012-08-01,fall,2012,August,8,no,wednesday,yes,2,0.66,0.6061,0.78,0.194,32,649,681,8 - 9
13757,2012-08-01,fall,2012,August,9,no,wednesday,yes,2,0.68,0.6364,0.74,0.0896,34,316,350,9 - 10
13758,2012-08-01,fall,2012,August,10,no,wednesday,yes,1,0.72,0.6818,0.66,0.0896,61,175,236,10 - 11
13759,2012-08-01,fall,2012,August,11,no,wednesday,yes,1,0.76,0.7121,0.58,0.0896,54,180,234,11 - 12
13760,2012-08-01,fall,2012,August,12,no,wednesday,yes,1,0.8,0.7424,0.49,0.1045,75,209,284,12 - 13
13761,2012-08-01,fall,2012,August,13,no,wednesday,yes,1,0.8,0.7424,0.52,0.1642,59,221,280,13 - 14
13762,2012-08-01,fall,2012,August,14,no,wednesday,yes,1,0.82,0.7576,0.46,0.1642,88,175,263,14 - 15
13763,2012-08-01,fall,2012,August,15,no,wednesday,yes,1,0.82,0.7576,0.46,0.1642,89,206,295,15 - 16
13764,2012-08-01,fall,2012,August,16,no,wednesday,yes,1,0.8,0.7576,0.55,0.2836,93,386,479,16 - 17
13765,2012-08-01,fall,2012,August,17,no,wednesday,yes,1,0.8,0.7424,0.49,0.1642,103,734,837,17 - 18
13766,2012-08-01,fall,2012,August,18,no,wednesday,yes,3,0.76,0.7121,0.62,0.2239,105,786,891,18 - 19
13767,2012-08-01,fall,2012,August,19,no,wednesday,yes,1,0.74,0.697,0.66,0.2537,88,564,652,19 - 20
13768,2012-08-01,fall,2012,August,20,no,wednesday,yes,1,0.74,0.697,0.66,0.1642,65,448,513,20 - 21
13769,2012-08-01,fall,2012,August,21,no,wednesday,yes,1,0.72,0.6818,0.7,0.1343,36,284,320,21 - 22
13770,2012-08-01,fall,2012,August,22,no,wednesday,yes,1,0.72,0.6818,0.7,0.1045,37,251,288,22 - 23
13771,2012-08-01,fall,2012,August,23,no,wednesday,yes,1,0.7,0.6667,0.74,0.0,18,134,152,23 - 24
13772,2012-08-02,fall,2012,August,0,no,thursday,yes,1,0.7,0.6667,0.74,0.0,8,55,63,0 - 1
13773,2012-08-02,fall,2012,August,1,no,thursday,yes,1,0.68,0.6364,0.79,0.1045,6,36,42,1 - 2
13774,2012-08-02,fall,2012,August,2,no,thursday,yes,1,0.66,0.6061,0.83,0.0896,3,8,11,2 - 3
13775,2012-08-02,fall,2012,August,3,no,thursday,yes,1,0.66,0.6061,0.83,0.0,0,6,6,3 - 4
13776,2012-08-02,fall,2012,August,4,no,thursday,yes,1,0.66,0.6061,0.83,0.0,0,9,9,4 - 5
13777,2012-08-02,fall,2012,August,5,no,thursday,yes,1,0.66,0.5909,0.89,0.1343,4,37,41,5 - 6
13778,2012-08-02,fall,2012,August,6,no,thursday,yes,1,0.66,0.6061,0.83,0.0,6,177,183,6 - 7
13779,2012-08-02,fall,2012,August,7,no,thursday,yes,1,0.7,0.6667,0.79,0.0,21,452,473,7 - 8
13780,2012-08-02,fall,2012,August,8,no,thursday,yes,1,0.72,0.697,0.74,0.1045,21,718,739,8 - 9
13781,2012-08-02,fall,2012,August,9,no,thursday,yes,1,0.76,0.7273,0.66,0.1045,31,312,343,9 - 10
13782,2012-08-02,fall,2012,August,10,no,thursday,yes,1,0.8,0.7576,0.55,0.0,51,130,181,10 - 11
13783,2012-08-02,fall,2012,August,11,no,thursday,yes,1,0.82,0.7727,0.52,0.1045,59,167,226,11 - 12
13784,2012-08-02,fall,2012,August,12,no,thursday,yes,1,0.84,0.7576,0.44,0.1343,56,230,286,12 - 13
13785,2012-08-02,fall,2012,August,13,no,thursday,yes,1,0.86,0.7879,0.44,0.2239,98,212,310,13 - 14
13786,2012-08-02,fall,2012,August,14,no,thursday,yes,1,0.86,0.7879,0.41,0.1343,54,171,225,14 - 15
13787,2012-08-02,fall,2012,August,15,no,thursday,yes,1,0.78,0.7424,0.62,0.4627,68,202,270,15 - 16
13788,2012-08-02,fall,2012,August,16,no,thursday,yes,1,0.82,0.7576,0.46,0.194,71,335,406,16 - 17
13789,2012-08-02,fall,2012,August,17,no,thursday,yes,1,0.82,0.7727,0.52,0.2537,90,775,865,17 - 18
13790,2012-08-02,fall,2012,August,18,no,thursday,yes,1,0.8,0.7727,0.59,0.2239,86,681,767,18 - 19
13791,2012-08-02,fall,2012,August,19,no,thursday,yes,1,0.8,0.7879,0.63,0.1642,98,509,607,19 - 20
13792,2012-08-02,fall,2012,August,20,no,thursday,yes,1,0.78,0.7576,0.66,0.0,51,376,427,20 - 21
13793,2012-08-02,fall,2012,August,21,no,thursday,yes,1,0.76,0.7273,0.66,0.2239,41,301,342,21 - 22
13794,2012-08-02,fall,2012,August,22,no,thursday,yes,1,0.74,0.697,0.7,0.194,35,227,262,22 - 23
13795,2012-08-02,fall,2012,August,23,no,thursday,yes,1,0.72,0.6818,0.7,0.2537,25,152,177,23 - 24
13796,2012-08-03,fall,2012,August,0,no,friday,yes,1,0.72,0.6818,0.7,0.194,15,56,71,0 - 1
13797,2012-08-03,fall,2012,August,1,no,friday,yes,1,0.7,0.6667,0.74,0.194,11,32,43,1 - 2
13798,2012-08-03,fall,2012,August,2,no,friday,yes,1,0.68,0.6364,0.79,0.2239,0,14,14,2 - 3
13799,2012-08-03,fall,2012,August,3,no,friday,yes,1,0.68,0.6364,0.79,0.2239,1,5,6,3 - 4
13800,2012-08-03,fall,2012,August,4,no,friday,yes,1,0.66,0.6061,0.83,0.2537,1,11,12,4 - 5
13801,2012-08-03,fall,2012,August,5,no,friday,yes,1,0.66,0.6061,0.83,0.1642,2,35,37,5 - 6
13802,2012-08-03,fall,2012,August,6,no,friday,yes,1,0.66,0.6061,0.83,0.2239,5,158,163,6 - 7
13803,2012-08-03,fall,2012,August,7,no,friday,yes,1,0.7,0.6667,0.74,0.1045,25,396,421,7 - 8
13804,2012-08-03,fall,2012,August,8,no,friday,yes,1,0.72,0.6818,0.7,0.1343,32,636,668,8 - 9
13805,2012-08-03,fall,2012,August,9,no,friday,yes,2,0.74,0.697,0.66,0.1045,69,327,396,9 - 10
13806,2012-08-03,fall,2012,August,10,no,friday,yes,2,0.8,0.7424,0.52,0.194,82,167,249,10 - 11
13807,2012-08-03,fall,2012,August,11,no,friday,yes,2,0.84,0.7879,0.49,0.2836,77,186,263,11 - 12
13808,2012-08-03,fall,2012,August,12,no,friday,yes,2,0.86,0.8182,0.5,0.2985,95,243,338,12 - 13
13809,2012-08-03,fall,2012,August,13,no,friday,yes,2,0.86,0.803,0.47,0.2836,98,247,345,13 - 14
13810,2012-08-03,fall,2012,August,14,no,friday,yes,2,0.86,0.7879,0.44,0.2537,102,229,331,14 - 15
13811,2012-08-03,fall,2012,August,15,no,friday,yes,1,0.88,0.8182,0.42,0.2537,112,268,380,15 - 16
13812,2012-08-03,fall,2012,August,16,no,friday,yes,2,0.86,0.7879,0.41,0.2239,112,380,492,16 - 17
13813,2012-08-03,fall,2012,August,17,no,friday,yes,2,0.84,0.803,0.53,0.2836,95,646,741,17 - 18
13814,2012-08-03,fall,2012,August,18,no,friday,yes,2,0.82,0.803,0.59,0.2537,98,573,671,18 - 19
13815,2012-08-03,fall,2012,August,19,no,friday,yes,2,0.8,0.7879,0.63,0.2239,81,388,469,19 - 20
13816,2012-08-03,fall,2012,August,20,no,friday,yes,2,0.78,0.7576,0.66,0.2239,89,300,389,20 - 21
13817,2012-08-03,fall,2012,August,21,no,friday,yes,2,0.76,0.7273,0.66,0.194,54,224,278,21 - 22
13818,2012-08-03,fall,2012,August,22,no,friday,yes,1,0.76,0.7273,0.7,0.2537,46,156,202,22 - 23
13819,2012-08-03,fall,2012,August,23,no,friday,yes,1,0.74,0.7121,0.79,0.1343,26,170,196,23 - 24
13820,2012-08-04,fall,2012,August,0,no,saturday,no,1,0.74,0.7121,0.79,0.1642,24,137,161,0 - 1
13821,2012-08-04,fall,2012,August,1,no,saturday,no,1,0.72,0.7121,0.84,0.194,23,99,122,1 - 2
13822,2012-08-04,fall,2012,August,2,no,saturday,no,1,0.72,0.7121,0.84,0.1343,20,64,84,2 - 3
13823,2012-08-04,fall,2012,August,3,no,saturday,no,1,0.72,0.7121,0.84,0.1343,11,19,30,3 - 4
13824,2012-08-04,fall,2012,August,4,no,saturday,no,1,0.72,0.697,0.79,0.194,2,11,13,4 - 5
13825,2012-08-04,fall,2012,August,5,no,saturday,no,1,0.7,0.6667,0.84,0.2239,1,16,17,5 - 6
13826,2012-08-04,fall,2012,August,6,no,saturday,no,1,0.7,0.6667,0.84,0.2239,12,37,49,6 - 7
13827,2012-08-04,fall,2012,August,7,no,saturday,no,1,0.72,0.697,0.77,0.1642,18,49,67,7 - 8
13828,2012-08-04,fall,2012,August,8,no,saturday,no,1,0.74,0.7273,0.72,0.194,49,132,181,8 - 9
13829,2012-08-04,fall,2012,August,9,no,saturday,no,1,0.78,0.7576,0.65,0.2239,61,217,278,9 - 10
13830,2012-08-04,fall,2012,August,10,no,saturday,no,1,0.82,0.7727,0.57,0.194,108,288,396,10 - 11
13831,2012-08-04,fall,2012,August,11,no,saturday,no,1,0.86,0.803,0.47,0.2537,155,315,470,11 - 12
13832,2012-08-04,fall,2012,August,12,no,saturday,no,1,0.86,0.7879,0.4,0.3582,222,325,547,12 - 13
13833,2012-08-04,fall,2012,August,13,no,saturday,no,1,0.88,0.8182,0.42,0.2985,195,332,527,13 - 14
13834,2012-08-04,fall,2012,August,14,no,saturday,no,1,0.88,0.803,0.4,0.3881,183,289,472,14 - 15
13835,2012-08-04,fall,2012,August,15,no,saturday,no,1,0.88,0.8182,0.42,0.4179,205,284,489,15 - 16
13836,2012-08-04,fall,2012,August,16,no,saturday,no,1,0.9,0.8182,0.39,0.2985,197,253,450,16 - 17
13837,2012-08-04,fall,2012,August,17,no,saturday,no,1,0.88,0.7879,0.37,0.2985,179,313,492,17 - 18
13838,2012-08-04,fall,2012,August,18,no,saturday,no,1,0.86,0.7879,0.41,0.3284,169,321,490,18 - 19
13839,2012-08-04,fall,2012,August,19,no,saturday,no,1,0.82,0.7727,0.52,0.3582,133,264,397,19 - 20
13840,2012-08-04,fall,2012,August,20,no,saturday,no,1,0.82,0.7727,0.52,0.2985,117,195,312,20 - 21
13841,2012-08-04,fall,2012,August,21,no,saturday,no,1,0.8,0.7727,0.59,0.2537,96,193,289,21 - 22
13842,2012-08-04,fall,2012,August,22,no,saturday,no,1,0.76,0.7273,0.66,0.2836,104,165,269,22 - 23
13843,2012-08-04,fall,2012,August,23,no,saturday,no,1,0.76,0.7273,0.66,0.2985,61,161,222,23 - 24
13844,2012-08-05,fall,2012,August,0,no,sunday,no,1,0.74,0.697,0.7,0.2836,32,121,153,0 - 1
13845,2012-08-05,fall,2012,August,1,no,sunday,no,1,0.74,0.697,0.7,0.2537,8,79,87,1 - 2
13846,2012-08-05,fall,2012,August,2,no,sunday,no,1,0.74,0.697,0.7,0.2985,5,68,73,2 - 3
13847,2012-08-05,fall,2012,August,3,no,sunday,no,1,0.72,0.697,0.74,0.2537,9,32,41,3 - 4
13848,2012-08-05,fall,2012,August,4,no,sunday,no,1,0.72,0.697,0.74,0.2537,3,11,14,4 - 5
13849,2012-08-05,fall,2012,August,5,no,sunday,no,1,0.72,0.697,0.74,0.2537,1,18,19,5 - 6
13850,2012-08-05,fall,2012,August,6,no,sunday,no,1,0.72,0.697,0.79,0.2537,7,12,19,6 - 7
13851,2012-08-05,fall,2012,August,7,no,sunday,no,1,0.74,0.7121,0.74,0.2985,18,50,68,7 - 8
13852,2012-08-05,fall,2012,August,8,no,sunday,no,1,0.76,0.7273,0.66,0.3284,27,81,108,8 - 9
13853,2012-08-05,fall,2012,August,9,no,sunday,no,1,0.8,0.7727,0.59,0.3582,61,168,229,9 - 10
13854,2012-08-05,fall,2012,August,10,no,sunday,no,1,0.8,0.7727,0.59,0.4179,111,253,364,10 - 11
13855,2012-08-05,fall,2012,August,11,no,sunday,no,1,0.82,0.7879,0.56,0.4179,155,282,437,11 - 12
13856,2012-08-05,fall,2012,August,12,no,sunday,no,1,0.86,0.803,0.47,0.5224,161,330,491,12 - 13
13857,2012-08-05,fall,2012,August,13,no,sunday,no,1,0.88,0.8182,0.44,0.4627,208,315,523,13 - 14
13858,2012-08-05,fall,2012,August,14,no,sunday,no,1,0.9,0.8485,0.42,0.4627,161,365,526,14 - 15
13859,2012-08-05,fall,2012,August,15,no,sunday,no,1,0.9,0.8182,0.37,0.5224,164,286,450,15 - 16
13860,2012-08-05,fall,2012,August,16,no,sunday,no,1,0.82,0.7576,0.46,0.2537,143,278,421,16 - 17
13861,2012-08-05,fall,2012,August,17,no,sunday,no,1,0.82,0.7576,0.46,0.2537,122,260,382,17 - 18
13862,2012-08-05,fall,2012,August,18,no,sunday,no,3,0.7,0.6667,0.74,0.1343,75,154,229,18 - 19
13863,2012-08-05,fall,2012,August,19,no,sunday,no,1,0.7,0.6667,0.84,0.2239,46,139,185,19 - 20
13864,2012-08-05,fall,2012,August,20,no,sunday,no,1,0.7,0.6667,0.84,0.1045,53,140,193,20 - 21
13865,2012-08-05,fall,2012,August,21,no,sunday,no,1,0.72,0.697,0.79,0.1045,51,157,208,21 - 22
13866,2012-08-05,fall,2012,August,22,no,sunday,no,1,0.72,0.697,0.79,0.0896,57,100,157,22 - 23
13867,2012-08-05,fall,2012,August,23,no,sunday,no,2,0.72,0.697,0.79,0.1642,29,58,87,23 - 24
13868,2012-08-06,fall,2012,August,0,no,monday,yes,2,0.72,0.697,0.79,0.0,9,24,33,0 - 1
13869,2012-08-06,fall,2012,August,1,no,monday,yes,1,0.72,0.697,0.79,0.0896,1,10,11,1 - 2
13870,2012-08-06,fall,2012,August,2,no,monday,yes,2,0.72,0.697,0.79,0.1343,0,5,5,2 - 3
13871,2012-08-06,fall,2012,August,3,no,monday,yes,3,0.72,0.697,0.79,0.0896,0,5,5,3 - 4
13872,2012-08-06,fall,2012,August,4,no,monday,yes,2,0.72,0.697,0.74,0.1343,3,8,11,4 - 5
13873,2012-08-06,fall,2012,August,5,no,monday,yes,1,0.7,0.6667,0.79,0.194,2,23,25,5 - 6
13874,2012-08-06,fall,2012,August,6,no,monday,yes,2,0.7,0.6667,0.79,0.2239,4,137,141,6 - 7
13875,2012-08-06,fall,2012,August,7,no,monday,yes,3,0.72,0.6818,0.7,0.194,14,393,407,7 - 8
13876,2012-08-06,fall,2012,August,8,no,monday,yes,2,0.7,0.6667,0.79,0.0,27,578,605,8 - 9
13877,2012-08-06,fall,2012,August,9,no,monday,yes,3,0.7,0.6667,0.79,0.1642,28,248,276,9 - 10
13878,2012-08-06,fall,2012,August,10,no,monday,yes,1,0.74,0.697,0.7,0.2239,54,159,213,10 - 11
13879,2012-08-06,fall,2012,August,11,no,monday,yes,1,0.76,0.7273,0.66,0.1343,108,152,260,11 - 12
13880,2012-08-06,fall,2012,August,12,no,monday,yes,2,0.78,0.7273,0.55,0.0896,72,213,285,12 - 13
13881,2012-08-06,fall,2012,August,13,no,monday,yes,1,0.8,0.7424,0.49,0.2239,85,204,289,13 - 14
13882,2012-08-06,fall,2012,August,14,no,monday,yes,1,0.82,0.7576,0.46,0.0,99,188,287,14 - 15
13883,2012-08-06,fall,2012,August,15,no,monday,yes,1,0.82,0.7576,0.46,0.1343,91,183,274,15 - 16
13884,2012-08-06,fall,2012,August,16,no,monday,yes,1,0.84,0.7576,0.41,0.1045,88,363,451,16 - 17
13885,2012-08-06,fall,2012,August,17,no,monday,yes,1,0.82,0.7424,0.41,0.0,112,746,858,17 - 18
13886,2012-08-06,fall,2012,August,18,no,monday,yes,1,0.82,0.7424,0.41,0.1343,100,743,843,18 - 19
13887,2012-08-06,fall,2012,August,19,no,monday,yes,1,0.78,0.7424,0.59,0.194,109,531,640,19 - 20
13888,2012-08-06,fall,2012,August,20,no,monday,yes,1,0.76,0.7273,0.66,0.1642,89,368,457,20 - 21
13889,2012-08-06,fall,2012,August,21,no,monday,yes,1,0.74,0.697,0.7,0.194,72,245,317,21 - 22
13890,2012-08-06,fall,2012,August,22,no,monday,yes,1,0.74,0.697,0.7,0.0896,50,157,207,22 - 23
13891,2012-08-06,fall,2012,August,23,no,monday,yes,1,0.72,0.697,0.74,0.194,16,97,113,23 - 24
13892,2012-08-07,fall,2012,August,0,no,tuesday,yes,1,0.7,0.6667,0.84,0.194,15,32,47,0 - 1
13893,2012-08-07,fall,2012,August,1,no,tuesday,yes,1,0.7,0.6667,0.84,0.1343,2,16,18,1 - 2
13894,2012-08-07,fall,2012,August,2,no,tuesday,yes,1,0.7,0.6667,0.84,0.1343,6,7,13,2 - 3
13895,2012-08-07,fall,2012,August,3,no,tuesday,yes,1,0.7,0.6667,0.84,0.0,0,6,6,3 - 4
13896,2012-08-07,fall,2012,August,4,no,tuesday,yes,1,0.68,0.6364,0.83,0.1343,2,7,9,4 - 5
13897,2012-08-07,fall,2012,August,5,no,tuesday,yes,1,0.7,0.6667,0.79,0.1045,3,33,36,5 - 6
13898,2012-08-07,fall,2012,August,6,no,tuesday,yes,2,0.7,0.6667,0.79,0.194,3,176,179,6 - 7
13899,2012-08-07,fall,2012,August,7,no,tuesday,yes,2,0.7,0.6667,0.74,0.1343,21,481,502,7 - 8
13900,2012-08-07,fall,2012,August,8,no,tuesday,yes,2,0.7,0.6515,0.7,0.1642,41,664,705,8 - 9
13901,2012-08-07,fall,2012,August,9,no,tuesday,yes,2,0.7,0.6667,0.74,0.1343,44,283,327,9 - 10
13902,2012-08-07,fall,2012,August,10,no,tuesday,yes,2,0.74,0.697,0.7,0.1343,89,161,250,10 - 11
13903,2012-08-07,fall,2012,August,11,no,tuesday,yes,2,0.76,0.7273,0.66,0.0896,84,130,214,11 - 12
13904,2012-08-07,fall,2012,August,12,no,tuesday,yes,2,0.8,0.7576,0.55,0.1343,86,197,283,12 - 13
13905,2012-08-07,fall,2012,August,13,no,tuesday,yes,2,0.8,0.7424,0.52,0.194,68,185,253,13 - 14
13906,2012-08-07,fall,2012,August,14,no,tuesday,yes,2,0.82,0.7576,0.46,0.0,76,185,261,14 - 15
13907,2012-08-07,fall,2012,August,15,no,tuesday,yes,1,0.8,0.7424,0.52,0.0,100,206,306,15 - 16
13908,2012-08-07,fall,2012,August,16,no,tuesday,yes,3,0.76,0.7273,0.66,0.2836,101,344,445,16 - 17
13909,2012-08-07,fall,2012,August,17,no,tuesday,yes,2,0.78,0.7424,0.62,0.1343,125,743,868,17 - 18
13910,2012-08-07,fall,2012,August,18,no,tuesday,yes,2,0.76,0.7121,0.62,0.1642,103,711,814,18 - 19
13911,2012-08-07,fall,2012,August,19,no,tuesday,yes,2,0.76,0.7273,0.66,0.1045,104,506,610,19 - 20
13912,2012-08-07,fall,2012,August,20,no,tuesday,yes,2,0.74,0.697,0.7,0.1343,74,374,448,20 - 21
13913,2012-08-07,fall,2012,August,21,no,tuesday,yes,2,0.72,0.697,0.74,0.0,70,247,317,21 - 22
13914,2012-08-07,fall,2012,August,22,no,tuesday,yes,1,0.72,0.697,0.74,0.1045,43,181,224,22 - 23
13915,2012-08-07,fall,2012,August,23,no,tuesday,yes,1,0.72,0.697,0.79,0.0,18,120,138,23 - 24
13916,2012-08-08,fall,2012,August,0,no,wednesday,yes,1,0.7,0.6667,0.84,0.0,12,46,58,0 - 1
13917,2012-08-08,fall,2012,August,1,no,wednesday,yes,1,0.72,0.697,0.79,0.0,3,20,23,1 - 2
13918,2012-08-08,fall,2012,August,2,no,wednesday,yes,1,0.7,0.6667,0.84,0.0,1,5,6,2 - 3
13919,2012-08-08,fall,2012,August,3,no,wednesday,yes,1,0.7,0.6667,0.84,0.0,1,6,7,3 - 4
13920,2012-08-08,fall,2012,August,4,no,wednesday,yes,1,0.7,0.6667,0.84,0.0,1,6,7,4 - 5
13921,2012-08-08,fall,2012,August,5,no,wednesday,yes,2,0.68,0.6364,0.89,0.1642,3,40,43,5 - 6
13922,2012-08-08,fall,2012,August,6,no,wednesday,yes,2,0.7,0.6667,0.84,0.1642,4,169,173,6 - 7
13923,2012-08-08,fall,2012,August,7,no,wednesday,yes,2,0.7,0.6667,0.84,0.1642,24,458,482,7 - 8
13924,2012-08-08,fall,2012,August,8,no,wednesday,yes,2,0.74,0.7273,0.72,0.0896,48,689,737,8 - 9
13925,2012-08-08,fall,2012,August,9,no,wednesday,yes,2,0.76,0.7273,0.66,0.0,33,308,341,9 - 10
13926,2012-08-08,fall,2012,August,10,no,wednesday,yes,2,0.8,0.7424,0.52,0.1343,63,151,214,10 - 11
13927,2012-08-08,fall,2012,August,11,no,wednesday,yes,2,0.8,0.7424,0.52,0.0,80,159,239,11 - 12
13928,2012-08-08,fall,2012,August,12,no,wednesday,yes,2,0.8,0.7424,0.52,0.0,63,217,280,12 - 13
13929,2012-08-08,fall,2012,August,13,no,wednesday,yes,2,0.8,0.7424,0.52,0.0,101,212,313,13 - 14
13930,2012-08-08,fall,2012,August,14,no,wednesday,yes,2,0.8,0.7424,0.52,0.2537,63,173,236,14 - 15
13931,2012-08-08,fall,2012,August,15,no,wednesday,yes,2,0.84,0.7576,0.44,0.194,110,168,278,15 - 16
13932,2012-08-08,fall,2012,August,16,no,wednesday,yes,2,0.8,0.7424,0.49,0.2836,113,328,441,16 - 17
13933,2012-08-08,fall,2012,August,17,no,wednesday,yes,2,0.8,0.7576,0.55,0.2836,107,751,858,17 - 18
